Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Testing and Debugging,Google Developers,Beginner to Intermediate,Free,Conclusion: Course Summary and Next Steps,10 mins,Medium,"license, content, code, developers, java, preferences, oracle, label",https://developers.google.com/machine-learning/testing-debugging/summary
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Course Introduction: Meet the author,1 minute,Easy,"data engineer, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383324
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Course Introduction: Course Introduction,4 minutes,Easy,"data engineer, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383325
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Course Introduction: Reading list,1 minute,Easy,"data engineer, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383326
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Introduction,1 minute,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383327
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Google Cloud infrastructure,2 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383328
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Compute,5 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud, compute",https://www.cloudskillsboost.google/course_sessions/5007143/video/383329
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Storage,5 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud, storage",https://www.cloudskillsboost.google/course_sessions/5007143/video/383330
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: The history of big data and ML products,4 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383331
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Big data and ML product categories,2 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383332
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Customer example: Gojek,3 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383333
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Lab introduction: Exploring a BigQuery Public Dataset,1 minute,Medium,"data engineer, Big Data, Machine Learning, Google Cloud, lab, BigQuery",https://www.cloudskillsboost.google/course_sessions/5007143/video/383334
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Exploring a BigQuery Public Dataset,60 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/labs/383335
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Summary,1 minute,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383348
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Quiz,2 minutes,Medium,"data engineer, Big Data, Machine Learning, Google Cloud, quiz",https://www.cloudskillsboost.google/course_sessions/5007143/quizzes/383349
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data and Machine Learning on Google Cloud: Reading list,1 minute,Medium,"data engineer, Big Data, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383350
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Introduction,2 minutes,Medium,"data engineer, streaming data, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383339
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Big data challenges,2 minutes,Medium,"data engineer, streaming data, Big data, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383340
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Message-oriented architecture,4 minutes,Medium,"data engineer, streaming data, architecture, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383341
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Designing streaming pipelines with Apache Beam,2 minutes,Medium,"data engineer, streaming data, pipelines, Apache Beam, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383342
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Implementing streaming pipelines on Cloud Dataflow,3 minutes,Medium,"data engineer, streaming data, pipelines, cloud dataflow, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383343
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Visualization with Looker,2 minutes,Medium,"data engineer, streaming data, visualization, Looker, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383344
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Visualization with Data Studio,1 minute,Medium,"data engineer, streaming data, visualization, Data Studio, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383345
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Lab introduction: Creating a streaming data pipeline for a Real-Time dashboard with Dataflow,1 minute,Medium,"data engineer, streaming data, lab, pipeline, Dataflow, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383346
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Creating a Streaming Data Pipeline for a Real-Time Dashboard with Dataflow,60 minutes,Medium,"data engineer, streaming data, pipeline, Dataflow, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/labs/383347
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Summary,1 minute,Medium,"data engineer, streaming data, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383348
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Data Engineering for Streaming Data: Quiz,2 minutes,Medium,"data engineer, streaming data, quiz, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/quizzes/383349
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Data Engineering for Streaming Data: Reading list
",1 minute,Medium,"data engineer, streaming data, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383350
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Introduction,5 minutes,Medium,"data engineer, Big Data, BigQuery, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383351
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Storage and analytics,3 minutes,Medium,"data engineer, Big Data, BigQuery, Storage, Analytics, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383352
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: BigQuery demo - San Francisco bike share,11 minutes,Medium,"data engineer, Big Data, BigQuery, Storage, Analytics, demo, San Francisco, bike share, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383353
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Introduction to BigQuery ML,4 minutes,Medium,"data engineer, Big Data, BigQuery, Machine Learning, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383354
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Using BigQuery ML to predict customer lifetime value,4 minutes,Medium,"data engineer, Big Data, BigQuery, Machine Learning, predict, customer, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383355
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: BigQuery ML project phases,2 minutes,Medium,"data engineer, Big Data, BigQuery, Machine Learning, Phases, Google Cloud",https://www.cloudskillsboost.google/course_sessions/5007143/video/383356
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: BigQuery ML key commands,3 minutes,Medium,"data engineer, Big Data, BigQuery, Machine Learning, Google Cloud ",https://www.cloudskillsboost.google/course_sessions/5007143/video/383357
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Lab introduction: Predicting Visitor Purchases Using BigQuery ML,1 minute,Medium,"data engineer, Big Data, BigQuery, Lab, Predicting, Visitor Purchases, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383358
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Predicting Visitor Purchases with BigQuery ML,70 minutes,Medium,"data engineer, Big Data, BigQuery, Predicting, Visitor Purchases, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/labs/383359
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Summary,1 minute,Medium,"data engineer, Big Data, BigQuery, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383360
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Quiz,2 minutes,Medium,"data engineer, Big Data, BigQuery, Quiz, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/quizzes/383361
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Big Data with BigQuery: Reading list,1 minute,Medium,"data engineer, Big Data, BigQuery, Google Cloud, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383362
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Introduction,2 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383363
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Options to build ML models,3 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Models, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383364
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Pre-built APIs,2 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Pre-built APIs, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383365
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: AutoML,6 minutes,Medium,"data engineer, Machine Learning, Google Cloud, AutoML, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383366
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Custom training,1 minute,Medium,"data engineer, Machine Learning, Google Cloud, Custom Training, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383367
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Vertex AI,3 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Vetex AI, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383368
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: AI Solutions,2 minutes,Medium,"data engineer, Machine Learning, Google Cloud, AI Solutions, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383369
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Summary,2 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383370
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Quiz,2 minutes,Medium,"data engineer, Machine Learning, Google Cloud, Quiz, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/quizzes/383371
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Machine Learning Options on Google Cloud: Reading list,1 minute,Medium,"data engineer, Machine Learning, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383372
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Introduction,5 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383373
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Data preparation,3 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Data preparation, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383374
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Model training,3 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Model training, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383375
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Model evaluation,4 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Model evaluation, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383376
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Model deployment and monitoring,3 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Model deployment, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383377
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Lab introduction: Predicting loan risk with AutoML,1 minute,Medium,"data engineer, Machine Learning, Vertex AI, Lab, Predicting, Loan risk, AutoML, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383378
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Vertex AI: Predicting Loan Risk with AutoML,150 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Predicting, Loan risk, AutoML, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/labs/383379
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Lab recap: Predicting loan risk with AutoML,3 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Lab, Predicting, Loan risk, AutoML, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383380
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Summary,1 minute,Medium,"data engineer, Machine Learning, Vertex AI, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/video/383381
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Quiz,2 minutes,Medium,"data engineer, Machine Learning, Vertex AI, Quiz, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/quizzes/383382
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,The Machine Learning Workflow with Vertex AI: Reading list,1 minute,Medium,"data engineer, Machine Learning, Vertex AI, Google Cloud, Big data",https://www.cloudskillsboost.google/course_sessions/5007143/documents/383383
Data Engineer - Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud Skill Boost,Beginner,Free during mentorship period,Course Summary,4 minutes,Medium,"data engineer, Google Cloud, Big data, Machine Learning",https://www.cloudskillsboost.google/course_sessions/5007143/video/383384
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Welcome to the course - Introduction
",5 minutes,Easy,"data engineer, Google Cloud, ML, data representations, pipelines, and processing infrastructure",https://www.cloudskillsboost.google/course_sessions/5149327/video/359776
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Understanding the Professional Data Engineer Certification,,,,
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Preparing for the Google Cloud Professional Data Engineer Exam : Understanding the Professional Data Engineer Certification ,7 minutes,Medium,"data engineer, cloud engineer, cloud data cluster",https://www.cloudskillsboost.google/course_sessions/5149327/video/359777
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Understanding the Professional Data Engineer Certification: Information about the latest Exam Guide,5mins,Medium,"data engineer, cloud engineer, cloud data cluster",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359778
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Understanding the Professional Data Engineer Certification: Exam Tips #1,15mins,Medium,"data, monitoring, storage, requirements, pipelines, encryption",https://cloud.google.com/learn/certification/guides/data-engineer
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Understanding the Professional Data Engineer Certification: Quiz: Module 1 Assessment,5mins,Medium,"data engineer, strategy, bookmarking, sample questions, certification exam",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359780
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Understanding the Professional Data Engineer Certification: Exam Tips #2,5mins,Medium,"data engineer, technologies, product, technology, documentation, specialization, training",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359781
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Designing and building,10mins,Medium,"data engineering, pipeline, designing data, representation, machine learning, databses ",https://www.cloudskillsboost.google/course_sessions/5149327/video/359782
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Design flexible data representation,10 mins,Medium,"data engineer, pipleline, SQL, serialization, BigQuery, RDDs, tensor, hadoop",https://www.cloudskillsboost.google/course_sessions/5149327/video/359783
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Exam Tips #3,5mins,Medium,"data engineer, touchstone, Vm's, basic concepts,",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359784
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Design data pipeline,5 mins,Medium,"data engineer, Cloud Dataproc, hadoop, RDD, spark",https://www.cloudskillsboost.google/course_sessions/5149327/video/359785
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Dataflow pipelines,3 mins,Medium,"data engineer, pipeline, cloud dataflow, framework",https://www.cloudskillsboost.google/course_sessions/5149327/video/359786
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Bigquery and dataflow solutions,3 mins,Medium,"data, bigquery, SQL, cloud",https://www.cloudskillsboost.google/course_sessions/5149327/video/359787
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Design data processing infrastructure,1 mins,Medium,"data, cloud, Bigquery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359788
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Pub/Sub solutions,1 min,Medium,"data, cloud pub/sub, cloud dataflow",https://www.cloudskillsboost.google/course_sessions/5149327/video/359789
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Practice exam questions 01,3 min,Medium,"data, bigquery, cloud storage, dataset, cloud spanner",https://www.cloudskillsboost.google/course_sessions/5149327/video/359790
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Designing Data Processing Systems: Designing Data Processing Systems: Exam Guide Review,2mins,Medium,"data, pipeline, Bigquery, storage, pub/sub, infrastructure",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359791
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Building and Operationalizing Data Processing Systems,2mins,Medium,"data, processing, database, Bigquery, tables",https://www.cloudskillsboost.google/course_sessions/5149327/video/359792
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Building and Operationalizing Data Processing Systems: Cloud Storage, Cloud SQL, Cloud Bigtable",3 mins,Medium,"data,Cloud SQL, cloud storage, Cloud Bigtable, MySQL, NOSQL",https://www.cloudskillsboost.google/course_sessions/5149327/video/359793
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Building and maintaining pipelines,2 mins,Medium,"data, cloud, dataflow, windowing, data processing",https://docs.google.com/spreadsheets/d/1dnVGIclHGY-4lJUwybhOq1sZAgoJBiKTi36cxEA_Shw/edit#gid=1382298404
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Building and maintaining processing infrastructure,1min,Medium,"data, cloud pub/sub, cloud dataflow, dataflow, Bigquery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359795
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Practice exam questions 02,2mins,Medium,"data, Bigquery, cloud SQL, cloud storage, cloud spanner, cloud bigtable",https://www.cloudskillsboost.google/course_sessions/5149327/video/359796
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Building and Operationalizing Data Processing Systems: Exam Guide Review ,2 mins,Medium,"data, Bigquery, cloud query, cloud storage, cloud spanner",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359797
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Building and Operationalizing Data Processing Systems: Case study 01
",4mins,Medium,"data, SQL, bigquery, dataproc, apache airflow, cloud composer",https://www.cloudskillsboost.google/course_sessions/5149327/video/359798
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Building and Operationalizing Data Processing Systems: Case study 01
",3 mins,Medium,"data, SQL, bigquery, apache airflow, pipeline, dataproc",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359799
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Challenge Lab 01 Intro,19sec,Medium,"data, SQL, bigquery, apache airflow, pipeline, dataproc",https://www.cloudskillsboost.google/course_sessions/5149327/video/359800
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: PDE Prep: BigQuery Essentials,2 hours,Medium,"data, SQL, bigquery, dataset, pipeline, dataproc",https://www.cloudskillsboost.google/course_sessions/5149327/labs/359801
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Exam Tips #4,2mins,Medium,"data, SQL, bigquery, dataset, pipeline, dataproc",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359802
