Course_Learning_Material,Source,Course_Level,Type,Module,Difficulty_Level,Keywords_Tags_Skills_Interests_Categories,Links,Duration_in_minutes
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingTraining custom ML models using Vertex AI,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/video/410583,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingLab intro: Vertex AI: Custom Training Job and Prediction Using Managed Datasets,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/video/410584,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingVertex AI: Custom Training Job and Prediction Using Managed Datasets,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/labs/410585,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingQuiz: Science of Machine Learning and Custom Training,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/quizzes/410586,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingResources: Science of Machine Learning and Custom Training,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410587,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Science of Machine Learning and Custom TrainingResources: The Science of Machine Learning,Medium,"ML,Custom training,Dependencies,Vertex AI,",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410588,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter Tuning,Hard,"Vertex,Hyperparameter tuning",,178
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningIntroduction,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/video/410589,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningVertex AI Vizier hyperparameter tuning,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/video/410590,16
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningLab intro: Vertex AI: Hyperparameter Tuning,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/video/410591,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningVertex AI: Hyperparameter Tuning,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/labs/410592,150
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningQuiz: Vertex Vizier Hyperparameter Tuning,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/quizzes/410593,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex Vizier Hyperparameter TuningResources: Vertex Vizier Hyperparameter Tuning,Hard,"Vertex,Hyperparameter tuning",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410594,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AI,Hard,"Vertex AI,Model monitoring",,176
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIIntroduction,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/video/410595,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIPredictions using Vertex AI,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/video/410596,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIModel management using Vertex AI,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/video/410597,8
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AILab intro: Monitoring Vertex AI Models,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/video/410598,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIMonitoring Vertex AI Models,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/labs/410599,150
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIQuiz: Prediction and Model Monitoring Using Vertex AI,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/quizzes/410600,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Prediction and Model Monitoring Using Vertex AIResources: Prediction and Model Monitoring Using Vertex AI,Hard,"Vertex AI,Model monitoring",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410601,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI Pipelines,Hard,"Vertex AI,AI pipelines",,170
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesIntroduction,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/video/410602,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesPrediction using Vertex AI pipelines,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/video/410603,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesLab intro: Vertex AI Pipelines,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/video/410604,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesLab Introduction and Walkthrough: Vertex AI pipeline,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410605,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesIntroduction to Vertex Pipelines,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/labs/410606,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesRunning Pipelines on Vertex AI 2.5,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/labs/410607,60
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesQuiz: Vertex AI Pipelines,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/quizzes/410608,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI PipelinesResources: Vertex AI Pipelines,Hard,"Vertex AI,AI pipelines",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410609,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML Development,Medium,"ML Development,model deployment,Vertex AI",,14
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentIntroduction,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410610,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentBest practices for model deployment and serving,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410611,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentBest practices for model monitoring,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410612,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentVertex AI pipeline best practices,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410613,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentBest practices for artifact organization,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410614,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Best Practices for ML DevelopmentResources: Best Practices for ML Development on Vertex AI,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410615,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Summary,Medium,"ML Development,model deployment,Vertex AI",,13
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Course summary,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410616,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Series summary,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/documents/410621,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Series summary,Medium,"ML Development,model deployment,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5302759/video/410620,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Production Machine Learning Systems,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_templates/17,900
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Advanced Machine Learning on Google Cloud,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394179,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Advanced Machine Learning on Google CloudAdvanced Machine Learning on Google Cloud,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394179,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Advanced Machine Learning on Google CloudWelcome,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394180,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML Systems,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394181,135
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsArchitecting ML systems,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394182,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Architecting Production ML SystemsData extraction, analysis, and preparation",Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394182,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Architecting Production ML SystemsModel training, evaluation, and validation",Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394183,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Architecting Production ML SystemsTrained model, prediction service, and performance monitoring",Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394184,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsTraining design decisions,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394185,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsServing design decisions,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394186,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsDesigning from scratch,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394187,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsUsing Vertex AI,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394188,8
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsLab introduction: Structured data prediction,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/video/394189,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsStructured data prediction using Vertex AI Platform,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394190,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsQuiz: Architecting production ML systems,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/quizzes/394191,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Architecting Production ML SystemsReadings: Architecting production ML systems,Hard,"Machine learning, deployment,Architecture,ML systems,Model evaluation",https://www.cloudskillsboost.google/course_sessions/5304706/documents/394192,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML Systems,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",,400
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsIntroduction,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394193,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsAdapting to data,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394194,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsChanging distributions,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394195,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsLab: Adapting to data,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394196,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsRight and wrong decisions,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394197,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsSystem failure,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394198,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsConcept drift,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394199,9
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsActions to mitigate concept drift,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394200,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsTensorFlow data validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394201,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsComponents of TensorFlow data validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394202,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsLab Introduction: Introduction to TensorFlow Data Validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394203,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsIntroduction to TensorFlow Data Validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394204,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsLab Introduction: Advanced Visualizations with TensorFlow Data Validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394205,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsAdvanced Visualizations with TensorFlow Data Validation,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394206,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsMitigating training-serving skew through design,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394207,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsVertex AI: Training and Serving a Custom Model,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394208,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsDiagnosing a production model,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/video/394209,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsQuiz: Designing adaptable ML systems,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/quizzes/394210,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing Adaptable ML SystemsReadings: Designing adaptable ML systems,Hard,"ML system,Data distribution,System failure, Data validation,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304706/documents/394211,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML Systems,Hard,"ML System,Training,Prediction,Keras",,280
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsIntroduction,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394212,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsTraining,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394213,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsPredictions,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394214,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsWhy distributed training is needed,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394215,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsDistributed training architectures,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394216,7
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsTensorFlow distributed training strategies,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394217,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsMirrored strategy,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394218,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsMulti-worker mirrored strategy,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394219,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsTPU strategy,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394220,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsParameter server strategy,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394221,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsLab Introduction: Distributed Training with Keras,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394222,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML Systems Distributed Training with Keras,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394223,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsTraining on large datasets with tf.data API,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394224,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsLab Introduction: TPU-speed Data Pipelines,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394225,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML Systems TPU Speed Data Pipelines,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394226,120
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsInference,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/video/394227,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsQuiz: Designing high-performance ML systems,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/quizzes/394228,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Designing High-Performance ML SystemsReadings: Designing high-performance ML systems,Hard,"ML System,Training,Prediction,Keras",https://www.cloudskillsboost.google/course_sessions/5304706/documents/394229,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML Systems,Hard,"Kubeflow,ML System,Vertex AI,Architecture",,100
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsIntroduction,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394230,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsMachine Learning on Hybrid Cloud,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394231,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsKubeflow,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394232,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsLab Introduction: Kubeflow Pipelines with AI Platform,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394233,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsRunning Pipelines on Vertex AI 2.5,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/labs/394234,60
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsTensorFlow Lite,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394235,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsOptimizing TensorFlow for mobile,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394236,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsSummary,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/quizzes/394238,20
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsQuiz: Hybrid ML systems,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/video/394240,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Building Hybrid ML SystemsReadings: Hybrid ML systems,Hard,"Kubeflow,ML System,Vertex AI,Architecture",https://www.cloudskillsboost.google/course_sessions/5304706/documents/394243,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Computer Vision Fundamentals with Google Cloud,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_templates/18,960
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Computer Vision Fundamentals with Google Cloud: Course Introduction,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381936,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image Classification,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381937,138
